,transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,sourceAccount,targetAccount
204,756.0,140.0,656.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,16.5,132.0,37.25,-1.108437283064688,2.29795955137156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,16.5,132.0,37.25,-1.108437283064688,2.29795955137156,2022-09-01 00:06:00,10,80005B110,10,80021ADE0,55474.55,US Dollar,55474.55,US Dollar,Cash,0,1080005B110,1080021ADE0
205,757.0,140.0,656.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,16.5,132.0,37.25,-1.108437283064688,2.29795955137156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,16.5,132.0,37.25,-1.108437283064688,2.29795955137156,2022-09-01 00:20:00,10,80005B110,10,80021ADE0,4432.21,US Dollar,4432.21,US Dollar,Wire,0,1080005B110,1080021ADE0
206,759.0,405.0,658.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,2.6666666666666665,16.25,130.0,1.1875,0.652023664684754,2.096952908587258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,18.0,36.0,0.0,0.0,0.0,2022-09-01 00:18:00,10,800187110,1362,80021BEC0,12136.74,US Dollar,12136.74,US Dollar,Credit Card,0,10800187110,136280021BEC0
207,761.0,660.0,659.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,3426,80021C6F0,10,80021C600,7567.99,US Dollar,7567.99,US Dollar,Wire,0,342680021C6F0,1080021C600
208,765.0,664.0,665.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,12.0,72.0,18.666666666666668,0.5951700641394971,1.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,18.0,36.0,0.0,0.0,0.0,2022-09-01 00:18:00,1,80021DCF0,1588,803E29FE0,209.99,US Dollar,209.99,US Dollar,Credit Card,0,180021DCF0,1588803E29FE0
209,778.0,677.0,676.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,17.0,68.0,25.0,5.684341886080802e-17,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,17.0,68.0,25.0,5.684341886080802e-17,0.9999999999999998,2022-09-01 00:12:00,12,8000F7C60,10,800223A20,909.64,US Dollar,909.64,US Dollar,Cheque,0,128000F7C60,10800223A20
210,779.0,677.0,676.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,17.0,68.0,25.0,5.684341886080802e-17,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,17.0,68.0,25.0,5.684341886080802e-17,0.9999999999999998,2022-09-01 00:22:00,12,8000F7C60,10,800223A20,2823.61,US Dollar,2823.61,US Dollar,Wire,0,128000F7C60,10800223A20
211,790.0,687.0,688.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,2022-09-01 00:06:00,3374,800153420,1,8001F5570,2625.21,US Dollar,2625.21,US Dollar,ACH,0,3374800153420,18001F5570
212,793.0,691.0,692.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,2022-09-01 00:25:00,1,8001E1DE0,12,8001F2380,562462.0,US Dollar,562462.0,US Dollar,Cheque,0,18001E1DE0,128001F2380
213,805.0,704.0,705.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,48.0,0.0,0.0,0.0,2022-09-01 00:24:00,10,8001E1CF0,10,80021BC80,1670291.0,US Dollar,1670291.0,US Dollar,Cheque,0,108001E1CF0,1080021BC80
214,812.0,712.0,713.0,6.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.5,50.0,42.25,0.0,0.9999999999999999,2022-09-01 00:06:00,1,8001D0B60,22205,80A343EB0,14.51,US Dollar,14.51,US Dollar,Credit Card,0,18001D0B60,2220580A343EB0
215,815.0,715.0,716.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,2022-09-01 00:25:00,1292,8001E1C50,19474,80EFEF8B0,47.77,US Dollar,47.77,US Dollar,Credit Card,0,12928001E1C50,1947480EFEF8B0
216,817.0,718.0,713.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.5,50.0,42.25,0.0,0.9999999999999999,2022-09-01 00:19:00,220,8001EFA70,22205,80A343EB0,57.49,US Dollar,57.49,US Dollar,Credit Card,0,2208001EFA70,2220580A343EB0
217,818.0,692.0,719.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,2022-09-01 00:16:00,12,8001F2380,16031,8121E3300,77.93,US Dollar,77.93,US Dollar,Credit Card,0,128001F2380,160318121E3300
218,822.0,705.0,721.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,2022-09-01 00:06:00,10,80021BC80,123997,80D38CD10,194.9,US Dollar,194.9,US Dollar,Credit Card,0,1080021BC80,12399780D38CD10
219,828.0,466.0,726.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,23.0,92.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,23.0,92.0,9.0,0.0,1.0,2022-09-01 00:20:00,10,80019E220,10,80022A8E0,52227.9,US Dollar,52227.9,US Dollar,Cheque,0,1080019E220,1080022A8E0
220,829.0,466.0,726.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,23.0,92.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,23.0,92.0,9.0,0.0,1.0,2022-09-01 00:26:00,10,80019E220,10,80022A8E0,12264.37,US Dollar,12264.37,US Dollar,ACH,0,1080019E220,1080022A8E0
221,842.0,264.0,735.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.5,38.0,12.25,-8.286212661925366e-17,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.5,38.0,12.25,-8.286212661925366e-17,0.9999999999999998,2022-09-01 00:13:00,12,800135E30,1362,80024FAA0,12973.35,US Dollar,12973.35,US Dollar,Cheque,0,12800135E30,136280024FAA0
222,843.0,264.0,735.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.5,38.0,12.25,-8.286212661925366e-17,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.5,38.0,12.25,-8.286212661925366e-17,0.9999999999999998,2022-09-01 00:06:00,12,800135E30,1362,80024FAA0,1096.59,US Dollar,1096.59,US Dollar,Credit Card,0,12800135E30,136280024FAA0
223,845.0,535.0,737.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,28.0,4.0,-5.551115123125783e-17,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,28.0,4.0,-5.551115123125783e-17,1.0000000000000002,2022-09-01 00:09:00,10,8001C7260,10,800250DA0,3790.42,US Dollar,3790.42,US Dollar,Credit Card,0,108001C7260,10800250DA0
224,846.0,535.0,737.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,28.0,4.0,-5.551115123125783e-17,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,28.0,4.0,-5.551115123125783e-17,1.0000000000000002,2022-09-01 00:05:00,10,8001C7260,10,800250DA0,20474.47,US Dollar,20474.47,US Dollar,Cash,0,108001C7260,10800250DA0
225,849.0,740.0,739.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,3469,800252040,1420,800251BB0,0.01,US Dollar,0.01,US Dollar,Cheque,0,3469800252040,1420800251BB0
226,854.0,556.0,744.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,2.6666666666666665,11.749999999999998,94.0,65.1875,0.5113967694826017,1.6606909598666728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,2022-09-01 00:04:00,10,8001CF7B0,1,800253C40,191283.31,US Dollar,191283.31,US Dollar,Cheque,0,108001CF7B0,1800253C40
227,856.0,746.0,747.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,2022-09-01 00:29:00,3206,800254580,1420,800251370,13792.71,US Dollar,13792.71,US Dollar,ACH,0,3206800254580,1420800251370
228,862.0,414.0,752.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,1.0,4.0,4.0,3.5,14.0,0.25,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,2022-09-01 00:07:00,10,80018DBD0,1,800256410,36263.22,US Dollar,36263.22,US Dollar,Cheque,0,1080018DBD0,1800256410
229,863.0,414.0,752.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,1.0,4.0,4.0,3.5,14.0,0.25,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,2022-09-01 00:02:00,10,80018DBD0,1,800256410,24082.61,US Dollar,24082.61,US Dollar,Credit Card,0,1080018DBD0,1800256410
230,864.0,414.0,752.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,1.0,4.0,4.0,3.5,14.0,0.25,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.666666666666667,46.0,24.222222222222218,0.20070018720879507,1.5,2022-09-01 00:14:00,10,80018DBD0,1,800256410,409.45,US Dollar,409.45,US Dollar,Cash,0,1080018DBD0,1800256410
231,865.0,603.0,753.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.857142857142856,124.0,38.40816326530613,0.24141107815993035,2.315825523077288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,90.0,52.8,0.15325916048634,1.7002410468319558,2022-09-01 00:20:00,1,80005E740,1362,800256180,83065.84,US Dollar,83065.84,US Dollar,Cheque,0,180005E740,1362800256180
232,866.0,603.0,753.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.857142857142856,124.0,38.40816326530613,0.24141107815993035,2.315825523077288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,90.0,52.8,0.15325916048634,1.7002410468319558,2022-09-01 00:00:00,1,80005E740,1362,800256180,3698.2,US Dollar,3698.2,US Dollar,Credit Card,0,180005E740,1362800256180
233,867.0,603.0,753.0,2.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.857142857142856,124.0,38.40816326530613,0.24141107815993035,2.315825523077288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,90.0,52.8,0.15325916048634,1.7002410468319558,2022-09-01 00:02:00,1,80005E740,1362,800256180,23290.53,US Dollar,23290.53,US Dollar,Cash,0,180005E740,1362800256180
234,868.0,603.0,753.0,12.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.857142857142856,124.0,38.40816326530613,0.24141107815993035,2.315825523077288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,90.0,52.8,0.15325916048634,1.7002410468319558,2022-09-01 00:12:00,1,80005E740,1362,800256180,24486.26,US Dollar,24486.26,US Dollar,ACH,0,180005E740,1362800256180
235,869.0,603.0,753.0,11.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.857142857142856,124.0,38.40816326530613,0.24141107815993035,2.315825523077288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,90.0,52.8,0.15325916048634,1.7002410468319558,2022-09-01 00:11:00,1,80005E740,1362,800256180,19119.46,US Dollar,19119.46,US Dollar,Wire,0,180005E740,1362800256180
236,873.0,135.0,756.0,29.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,21.666666666666664,130.0,107.55555555555554,-0.7071067811865476,1.5000000000000007,2022-09-01 00:29:00,70,100428660,1362,8002589A0,26348.38,US Dollar,26348.38,US Dollar,Cheque,0,70100428660,13628002589A0
237,874.0,135.0,756.0,29.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,21.666666666666664,130.0,107.55555555555554,-0.7071067811865476,1.5000000000000007,2022-09-01 00:29:00,70,100428660,1362,8002589A0,26136.82,US Dollar,26136.82,US Dollar,Credit Card,0,70100428660,13628002589A0
238,875.0,135.0,756.0,7.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,21.666666666666664,130.0,107.55555555555554,-0.7071067811865476,1.5000000000000007,2022-09-01 00:07:00,70,100428660,1362,8002589A0,1678.6,US Dollar,1678.6,US Dollar,Cash,0,70100428660,13628002589A0
239,882.0,135.0,761.0,29.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,24.0,96.0,9.0,0.0,1.0,1.0,4.0,4.0,28.0,112.0,1.0,-3.3306690738754696e-16,0.9999999999999989,2022-09-01 00:29:00,70,100428660,1362,80025B860,24662.06,US Dollar,24662.06,US Dollar,Cheque,0,70100428660,136280025B860
240,883.0,135.0,761.0,27.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,24.0,96.0,9.0,0.0,1.0,1.0,4.0,4.0,28.0,112.0,1.0,-3.3306690738754696e-16,0.9999999999999989,2022-09-01 00:27:00,70,100428660,1362,80025B860,3686.36,US Dollar,3686.36,US Dollar,Cash,0,70100428660,136280025B860
241,886.0,135.0,762.0,16.0,0.0,0.0,0.0,96.0,2.0,2.0,0.0,96.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,16.5,66.0,0.25,6.106226635438361e-16,1.0000000000000018,2022-09-01 00:16:00,70,100428660,12,80025BBB0,337718.52,US Dollar,337718.52,US Dollar,Cheque,0,70100428660,1280025BBB0
242,887.0,135.0,762.0,17.0,0.0,0.0,0.0,90.0,0.0,2.0,0.0,90.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,16.5,66.0,0.25,6.106226635438361e-16,1.0000000000000018,2022-09-01 00:17:00,70,100428660,12,80025BBB0,9272.86,US Dollar,9272.86,US Dollar,Credit Card,0,70100428660,1280025BBB0
243,888.0,636.0,763.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,10.0,40.0,1.0,1.6653345369377348e-16,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,21.0,126.0,72.0,-0.7071067811865475,1.5,1.0,4.0,4.0,10.0,40.0,1.0,1.6653345369377348e-16,1.0000000000000004,2022-09-01 00:09:00,1292,800213AD0,220,80025CF70,883.54,US Dollar,883.54,US Dollar,Cheque,0,1292800213AD0,22080025CF70
244,889.0,636.0,763.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,10.0,40.0,1.0,1.6653345369377348e-16,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,21.0,126.0,72.0,-0.7071067811865475,1.5,1.0,4.0,4.0,10.0,40.0,1.0,1.6653345369377348e-16,1.0000000000000004,2022-09-01 00:11:00,1292,800213AD0,220,80025CF70,7612.85,US Dollar,7612.85,US Dollar,Credit Card,0,1292800213AD0,22080025CF70
245,892.0,766.0,767.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,12.0,4.0,-5.551115123125783e-17,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,12.0,4.0,-5.551115123125783e-17,0.9999999999999999,2022-09-01 00:01:00,12,80022A3F0,12,80025CBF0,36804.93,US Dollar,36804.93,US Dollar,Cheque,0,1280022A3F0,1280025CBF0
246,893.0,766.0,767.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,12.0,4.0,-5.551115123125783e-17,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,12.0,4.0,-5.551115123125783e-17,0.9999999999999999,2022-09-01 00:05:00,12,80022A3F0,12,80025CBF0,30659.92,US Dollar,30659.92,US Dollar,Cash,0,1280022A3F0,1280025CBF0
247,902.0,776.0,777.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,27.0,54.0,0.0,0.0,0.0,2022-09-01 00:27:00,220,80025FDF0,16586,80BD22DC0,195.97,US Dollar,195.97,US Dollar,Credit Card,0,22080025FDF0,1658680BD22DC0
248,904.0,779.0,780.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,2022-09-01 00:03:00,3399,800261D70,1362,800261150,6937.66,US Dollar,6937.66,US Dollar,ACH,0,3399800261D70,1362800261150
249,910.0,135.0,785.0,14.0,0.0,0.0,0.0,104.0,0.0,4.0,0.0,104.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,14.0,56.0,0.0,0.0,0.0,2022-09-01 00:14:00,70,100428660,1,8002640E0,9789.22,US Dollar,9789.22,US Dollar,Cheque,0,70100428660,18002640E0
250,911.0,135.0,785.0,14.0,0.0,0.0,0.0,104.0,0.0,4.0,0.0,104.0,0.0,0.0,0.0,0.0,42.0,192.0,4.571428571428571,14.989583333333334,2878.0,79.76030815972221,-0.08153600113016767,1.7780862751504098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,14.0,56.0,0.0,0.0,0.0,2022-09-01 00:14:00,70,100428660,1,8002640E0,627.28,US Dollar,627.28,US Dollar,Credit Card,0,70100428660,18002640E0
